MaHoaDon,DiemPhucVu,DiemViTri,DiemChatLuongMonAn,DiemGiaCa,DiemKhongGian,BinhLuan
115133,0,3,10,7,7,Không gian chật chội!
2285,7,4,5,4,10,Rất hài lòng!
19297,6,1,1,6,9,Giá quá đắt!
82578,3,6,1,3,9,Không gian chật chội!
436,4,4,4,3,6,Không gian chật chội!
60179,9,4,3,4,4,Dịch vụ kém!
145318,5,0,4,0,5,Dịch vụ kém!
96888,4,1,0,3,3,Không ngon!
92476,10,6,1,5,3,Dịch vụ kém!
72087,10,10,9,3,7,Dịch vụ tuyệt vời!
63618,9,8,9,4,5,Rất hài lòng!
96417,8,8,10,6,0,"Ngon, sẽ quay lại!"
131561,2,1,0,4,9,Dịch vụ kém!
136572,2,5,4,1,7,Giá quá đắt!
129096,7,10,5,4,6,"Ngon, sẽ quay lại!"
87456,0,7,2,6,0,Dịch vụ kém!
5440,1,0,4,10,8,Không ngon!
68595,10,2,8,10,1,"Ngon, sẽ quay lại!"
59686,7,3,2,5,3,Giá quá đắt!
10223,2,7,3,6,0,Giá quá đắt!
129222,0,1,3,0,3,Giá quá đắt!
51922,10,7,6,9,6,"Ngon, sẽ quay lại!"
14709,10,0,1,7,10,Giá quá đắt!
121077,1,3,0,6,9,Không gian chật chội!
149483,1,7,6,2,3,Không hài lòng!
127650,9,6,1,4,6,Không hài lòng!
9762,4,0,6,1,9,Không ngon!
20807,9,6,4,2,9,Dịch vụ tuyệt vời!
51726,1,6,5,8,10,"Ngon, sẽ quay lại!"
120299,8,3,9,7,5,Rất hài lòng!
34766,6,3,3,10,9,Không gian đẹp!
52338,1,1,5,8,1,Không ngon!
16631,6,3,8,5,7,Giá quá đắt!
16629,10,8,7,3,1,Giá quá đắt!
32121,6,2,3,4,5,Không ngon!
109839,9,8,1,3,6,Giá quá đắt!
35589,0,9,10,2,7,Giá quá đắt!
37757,4,3,3,1,6,Không ngon!
80001,6,0,2,4,7,Giá quá đắt!
105834,4,0,0,7,4,Giá quá đắt!
17232,9,10,9,2,9,"Ngon, sẽ quay lại!"
142642,9,8,10,9,0,Rất hài lòng!
147923,9,9,8,8,7,"Ngon, sẽ quay lại!"
136142,4,1,8,2,7,Giá quá đắt!
14328,9,3,7,3,1,Không ngon!
36174,4,1,3,0,7,Không hài lòng!
69449,6,10,7,9,5,Rất hài lòng!
124168,3,8,10,4,9,Không gian đẹp!
84187,7,0,6,0,6,Không ngon!
29360,9,8,4,3,0,Không hài lòng!
94198,5,10,1,4,5,Không gian chật chội!
66080,7,0,5,0,10,Không ngon!
57957,7,5,8,0,9,Không hài lòng!
94484,1,3,2,5,3,Không ngon!
54414,7,3,3,2,2,Dịch vụ kém!
19355,3,3,0,5,1,Giá quá đắt!
53240,10,1,0,6,6,Không hài lòng!
122089,6,5,5,2,0,Không hài lòng!
39033,10,9,5,10,4,Rất hài lòng!
33281,6,8,2,5,2,Giá quá đắt!
134855,5,8,1,9,4,Không gian chật chội!
54384,7,8,5,5,1,Không ngon!
51623,3,7,9,3,2,Không gian chật chội!
121424,8,10,4,3,3,Không ngon!
83999,4,7,2,0,0,Không gian chật chội!
63973,9,4,1,3,10,Không ngon!
134458,10,9,1,10,1,Giá cả hợp lý!
3510,4,10,10,0,8,Dịch vụ tuyệt vời!
60712,7,3,10,5,4,Không gian chật chội!
21511,5,1,2,0,3,Giá quá đắt!
43725,6,6,5,2,3,Không ngon!
18578,8,10,1,1,9,Không ngon!
128441,4,10,0,3,0,Không ngon!
101680,8,3,0,8,1,Giá quá đắt!
30881,3,4,2,10,4,Không ngon!
148926,2,2,1,5,10,Giá quá đắt!
94891,7,7,2,5,4,Dịch vụ kém!
96701,6,6,5,5,7,Giá quá đắt!
48252,2,1,0,6,5,Giá quá đắt!
145035,9,7,3,9,3,Rất hài lòng!
38004,9,5,1,8,0,Dịch vụ kém!
139385,6,5,2,4,1,Không hài lòng!
86360,8,2,1,6,6,Không ngon!
44266,10,3,3,4,8,Không gian chật chội!
129747,6,10,3,5,9,Dịch vụ tuyệt vời!
27999,6,2,4,3,4,Không ngon!
146205,3,0,2,3,4,Không hài lòng!
77843,3,4,4,0,9,Giá quá đắt!
62204,9,2,6,8,2,Giá quá đắt!
84770,10,0,7,10,2,Giá quá đắt!
106829,8,4,3,1,0,Giá quá đắt!
1546,3,4,8,3,8,Không ngon!
116990,2,7,6,4,3,Dịch vụ kém!
31389,6,10,7,2,10,Không gian đẹp!
136920,1,9,10,1,9,Dịch vụ tuyệt vời!
67335,7,1,1,0,3,Giá quá đắt!
149228,5,3,0,10,1,Không ngon!
132175,2,7,5,2,1,Không hài lòng!
29684,6,5,9,2,5,Không hài lòng!
30348,7,9,1,1,7,Không gian chật chội!
63146,0,2,1,5,1,Không gian chật chội!
69163,9,6,3,5,6,Không ngon!
52902,6,3,9,1,4,Không ngon!
58066,6,6,4,3,5,Giá quá đắt!
4838,3,10,8,7,8,Không gian đẹp!
108766,4,5,4,6,0,Không ngon!
97498,1,9,0,10,4,Không hài lòng!
7817,7,9,6,10,2,Giá cả hợp lý!
86513,9,6,2,6,0,Giá quá đắt!
55822,6,3,6,5,4,Không hài lòng!
71815,0,3,3,9,5,Giá quá đắt!
133232,5,3,4,6,8,Không hài lòng!
128503,5,7,7,0,4,Không gian chật chội!
75337,6,2,2,9,7,Không gian chật chội!
49944,2,4,10,2,5,Không gian chật chội!
74074,7,9,0,8,4,Không hài lòng!
123041,0,5,3,7,1,Giá quá đắt!
127885,4,10,6,8,1,Không ngon!
74654,3,1,1,2,0,Không hài lòng!
97720,10,6,0,10,0,Không hài lòng!
58157,10,0,8,8,10,Giá cả hợp lý!
106735,2,2,10,1,9,Giá quá đắt!
53212,3,8,10,2,3,Dịch vụ kém!
29103,5,9,6,0,0,Không ngon!
25066,10,9,7,4,7,"Ngon, sẽ quay lại!"
49895,5,10,10,9,4,Dịch vụ tuyệt vời!
73287,3,9,5,10,5,Rất hài lòng!
88862,7,6,1,4,7,Không hài lòng!
61477,2,6,0,8,1,Không gian chật chội!
100746,5,1,9,1,6,Không hài lòng!
35695,6,7,4,5,2,Dịch vụ kém!
38273,10,2,10,5,2,Không ngon!
123051,7,9,0,2,8,Giá quá đắt!
107773,9,5,2,8,8,Giá cả hợp lý!
62431,6,9,10,3,1,Không hài lòng!
119806,7,7,7,5,10,Rất hài lòng!
12513,3,9,10,7,1,Không gian đẹp!
113297,9,1,4,9,6,Không hài lòng!
71139,0,10,0,5,9,Không ngon!
65961,4,5,0,5,3,Giá quá đắt!
89766,8,5,8,7,9,Rất hài lòng!
109947,2,3,5,6,1,Không hài lòng!
81318,7,5,4,1,7,Không ngon!
62471,6,0,6,2,5,Giá quá đắt!
49250,10,7,10,8,7,Giá cả hợp lý!
59144,6,5,8,6,7,Rất hài lòng!
45293,9,3,7,2,8,Không gian chật chội!
83557,10,1,6,9,6,Rất hài lòng!
96997,7,9,9,5,5,Rất hài lòng!
25744,9,5,2,9,9,"Ngon, sẽ quay lại!"
106768,10,9,3,4,7,Dịch vụ tuyệt vời!
3557,0,7,6,3,6,Không hài lòng!
110692,4,9,9,4,2,Dịch vụ kém!
91774,6,5,1,2,8,Giá quá đắt!
102683,8,8,3,6,6,Rất hài lòng!
114369,7,9,1,9,2,Dịch vụ kém!
116445,6,9,0,7,4,Không gian chật chội!
3112,3,5,5,2,2,Không gian chật chội!
136695,10,10,7,6,7,Dịch vụ tuyệt vời!
118266,9,4,4,3,0,Giá quá đắt!
37569,0,0,8,7,2,Không ngon!
117715,7,8,10,1,7,Không gian đẹp!
141627,10,6,5,0,9,Rất hài lòng!
143189,0,1,2,5,10,Không hài lòng!
149717,5,6,1,9,0,Không hài lòng!
97185,3,8,8,10,0,Giá quá đắt!
63206,9,7,4,8,7,Giá cả hợp lý!
103212,8,4,9,0,1,Dịch vụ kém!
107351,2,2,0,10,4,Không hài lòng!
59310,9,2,1,3,7,Không hài lòng!
28438,0,2,4,2,3,Không ngon!
17381,8,6,1,0,4,Không hài lòng!
112006,7,5,1,6,2,Dịch vụ kém!
46745,10,5,5,0,10,Rất hài lòng!
70848,10,1,1,3,1,Không gian chật chội!
47929,2,2,8,9,5,Dịch vụ kém!
35193,7,10,4,2,8,Không gian đẹp!
135216,10,1,8,1,9,Không gian chật chội!
33219,4,6,7,8,7,Không gian đẹp!
58123,9,2,5,0,5,Giá quá đắt!
97931,3,4,5,2,5,Không hài lòng!
14393,0,4,5,10,6,Dịch vụ kém!
116545,3,10,10,6,1,"Ngon, sẽ quay lại!"
25961,1,9,1,2,8,Giá quá đắt!
137428,5,2,0,10,7,Dịch vụ kém!
99698,0,6,2,8,1,Không gian chật chội!
67382,5,6,5,8,2,Không ngon!
33490,9,7,10,7,2,Rất hài lòng!
65220,2,1,10,6,10,Không hài lòng!
84291,3,5,10,5,5,Không ngon!
84835,4,5,2,3,9,Giá quá đắt!
14047,10,2,4,9,9,Dịch vụ tuyệt vời!
131932,3,6,6,4,7,Không ngon!
36760,5,6,10,9,5,"Ngon, sẽ quay lại!"
117908,1,8,7,6,10,Dịch vụ tuyệt vời!
8552,4,10,1,9,0,Không gian chật chội!
12922,5,8,0,2,9,Không ngon!
148406,4,9,1,9,6,Dịch vụ kém!
140052,4,2,2,8,0,Không gian chật chội!
44878,1,1,5,3,1,Không ngon!
78221,7,5,1,2,6,Không ngon!
88654,6,2,3,1,7,Không ngon!
3485,1,4,4,1,6,Không gian chật chội!
46494,0,9,4,3,6,Không gian chật chội!
55165,0,9,8,6,7,Rất hài lòng!
31875,7,1,10,3,4,Không hài lòng!
39243,1,6,0,8,3,Không ngon!
66443,5,6,10,3,9,Giá cả hợp lý!
75205,1,3,8,8,1,Không gian chật chội!
102671,5,7,5,4,10,"Ngon, sẽ quay lại!"
74634,7,0,4,2,2,Dịch vụ kém!
44836,3,8,3,1,8,Không gian chật chội!
30983,10,7,10,5,10,"Ngon, sẽ quay lại!"
34119,8,0,4,9,4,Không gian chật chội!
83975,9,4,6,10,1,Dịch vụ tuyệt vời!
77914,7,8,2,6,0,Không hài lòng!
111774,6,1,0,2,6,Không hài lòng!
94457,10,7,7,4,10,Dịch vụ tuyệt vời!
120319,3,4,1,6,3,Không ngon!
95906,0,5,8,5,0,Dịch vụ kém!
115084,9,7,6,2,1,Không ngon!
111836,0,9,8,7,6,Rất hài lòng!
41957,1,9,0,8,3,Giá quá đắt!
19507,3,1,7,4,6,Giá quá đắt!
31016,3,2,10,9,7,"Ngon, sẽ quay lại!"
138236,6,6,10,3,10,Giá cả hợp lý!
40235,0,2,7,10,6,Giá quá đắt!
10272,7,4,10,6,6,"Ngon, sẽ quay lại!"
28458,4,2,3,0,9,Giá quá đắt!
41408,3,6,8,4,10,Rất hài lòng!
142394,9,4,4,5,4,Không ngon!
10856,9,0,3,0,4,Giá quá đắt!
6505,10,2,6,3,4,Giá quá đắt!
17702,0,8,0,9,7,Dịch vụ kém!
77386,0,4,6,7,8,Không hài lòng!
32015,4,2,6,5,0,Không ngon!
116363,3,9,10,10,7,Dịch vụ tuyệt vời!
137311,4,10,6,10,6,"Ngon, sẽ quay lại!"
129486,5,5,5,8,7,Dịch vụ tuyệt vời!
707,2,7,3,10,0,Không ngon!
94990,3,5,0,3,2,Không ngon!
69647,3,3,2,4,7,Dịch vụ kém!
144142,1,5,0,10,7,Không gian chật chội!
128786,3,3,10,8,10,"Ngon, sẽ quay lại!"
3105,9,10,0,7,2,Không ngon!
54825,7,5,2,1,1,Không ngon!
42113,8,2,10,9,3,Giá cả hợp lý!
48461,5,10,3,2,7,Giá quá đắt!
19788,10,6,9,10,8,Giá cả hợp lý!
15041,2,2,4,9,4,Không hài lòng!
130410,4,4,5,4,0,Không hài lòng!
98855,9,6,9,10,7,"Ngon, sẽ quay lại!"
75751,8,0,5,10,7,Giá cả hợp lý!
19461,10,6,5,1,1,Dịch vụ kém!
142534,9,0,4,6,1,Không hài lòng!
89896,5,9,5,9,8,Không gian đẹp!
147859,1,0,5,5,2,Giá quá đắt!
119010,3,4,7,5,10,Dịch vụ kém!
83943,9,2,6,4,0,Dịch vụ kém!
33617,4,8,8,4,4,Không hài lòng!
109387,5,10,3,8,10,Giá cả hợp lý!
4485,2,3,6,5,0,Không ngon!
16416,4,0,2,8,4,Dịch vụ kém!
110584,1,6,10,8,3,Không hài lòng!
28967,4,5,2,5,7,Không gian chật chội!
97960,0,10,5,8,1,Không hài lòng!
92154,5,1,6,2,5,Không gian chật chội!
45024,6,3,6,10,4,Không gian chật chội!
130938,0,1,10,6,6,Không ngon!
120424,10,2,1,9,0,Giá quá đắt!
16486,4,4,6,2,2,Không ngon!
97599,5,5,0,3,4,Giá quá đắt!
98005,6,9,9,4,1,Dịch vụ kém!
93207,10,5,3,5,6,Không gian chật chội!
59360,10,9,10,6,10,"Ngon, sẽ quay lại!"
108012,5,4,8,6,9,Rất hài lòng!
140612,8,7,9,1,2,Dịch vụ kém!
128402,10,3,4,0,2,Không gian chật chội!
134414,3,0,7,1,3,Không ngon!
69228,1,10,1,5,1,Không hài lòng!
139742,7,1,0,0,5,Không gian chật chội!
59677,1,5,9,4,1,Giá quá đắt!
82653,1,1,0,2,4,Giá quá đắt!
149365,5,6,6,0,3,Không gian chật chội!
17833,1,7,10,5,3,Giá quá đắt!
12086,9,5,3,0,8,Không hài lòng!
76656,3,1,9,5,9,Không ngon!
135214,4,3,1,9,0,Không ngon!
43805,10,5,7,4,9,Dịch vụ tuyệt vời!
101679,10,3,10,2,4,Dịch vụ kém!
123437,6,0,5,8,5,Không gian chật chội!
122146,10,6,0,4,8,Không hài lòng!
46372,0,9,4,1,5,Dịch vụ kém!
108812,3,8,8,8,3,Không gian đẹp!
138281,8,2,4,7,0,Giá quá đắt!
26337,9,5,8,8,5,Giá cả hợp lý!
149976,7,3,8,3,7,Giá quá đắt!
112497,5,1,4,2,0,Giá quá đắt!
74580,1,2,8,6,6,Giá quá đắt!
134217,8,2,6,8,6,"Ngon, sẽ quay lại!"
87656,5,7,1,3,7,Không gian chật chội!
133272,4,1,3,1,8,Không ngon!
4203,8,7,8,7,3,"Ngon, sẽ quay lại!"
102755,0,8,0,8,3,Giá quá đắt!
103317,1,8,5,7,8,Dịch vụ kém!
18291,7,0,2,5,10,Không hài lòng!
3345,3,5,5,0,6,Không gian chật chội!
91405,3,3,6,10,9,Dịch vụ tuyệt vời!
67000,9,0,0,10,7,Không ngon!
67436,9,8,5,7,6,Giá cả hợp lý!
31036,9,10,0,7,0,Không hài lòng!
12697,7,4,5,2,9,Dịch vụ kém!
40939,9,3,2,8,10,"Ngon, sẽ quay lại!"
81586,1,10,8,9,7,Không gian đẹp!
6633,3,1,0,8,2,Không ngon!
57692,8,7,9,1,4,Dịch vụ kém!
58273,3,6,10,0,5,Giá quá đắt!
82300,1,10,4,3,2,Giá quá đắt!
114406,3,5,1,5,10,Không gian chật chội!
104890,8,0,0,2,1,Không ngon!
86714,10,4,5,8,1,Dịch vụ kém!
91073,6,3,0,10,2,Giá quá đắt!
128925,10,6,0,7,5,Không ngon!
105460,4,1,6,1,9,Giá quá đắt!
1771,3,1,7,4,10,Không hài lòng!
99703,10,5,9,4,8,Giá cả hợp lý!
99482,9,5,3,7,6,Dịch vụ tuyệt vời!
20110,1,7,0,7,1,Không gian chật chội!
102047,2,3,5,10,3,Không gian chật chội!
27770,0,5,3,9,10,Dịch vụ kém!
86414,9,0,4,3,1,Không ngon!
36890,0,9,1,7,9,Không hài lòng!
60574,4,2,9,5,6,Không ngon!
61283,10,2,8,6,0,Dịch vụ kém!
138112,9,5,1,6,4,Không hài lòng!
25742,2,8,6,4,9,Dịch vụ kém!
102967,7,2,0,7,0,Không gian chật chội!
33753,4,4,6,9,8,Giá cả hợp lý!
115175,9,6,10,7,1,Rất hài lòng!
106432,8,4,9,9,2,"Ngon, sẽ quay lại!"
106906,4,7,1,9,2,Dịch vụ kém!
59165,8,2,10,1,1,Dịch vụ kém!
137353,0,3,8,2,6,Không ngon!
46739,3,10,2,6,1,Không hài lòng!
142519,4,1,5,2,10,Dịch vụ kém!
137489,1,8,1,1,0,Dịch vụ kém!
32672,1,7,3,4,9,Không hài lòng!
75519,5,9,7,5,7,Không gian đẹp!
144257,8,3,6,5,8,Không gian đẹp!
35957,9,0,2,4,2,Giá quá đắt!
71920,0,7,3,0,5,Dịch vụ kém!
130229,7,2,10,3,0,Không gian chật chội!
26487,6,9,8,2,5,"Ngon, sẽ quay lại!"
70202,10,8,9,2,4,Rất hài lòng!
78608,0,7,4,4,10,Không gian chật chội!
16471,3,1,10,8,6,Không ngon!
10234,10,4,10,10,0,"Ngon, sẽ quay lại!"
87259,7,5,1,6,4,Không ngon!
65908,2,1,3,0,10,Dịch vụ kém!
93775,5,4,10,7,6,"Ngon, sẽ quay lại!"
44337,3,1,2,0,10,Dịch vụ kém!
11976,4,5,8,5,7,Không ngon!
123974,1,4,3,6,8,Giá quá đắt!
96967,2,4,6,1,3,Không hài lòng!
124123,4,7,4,8,9,"Ngon, sẽ quay lại!"
94938,7,7,3,6,4,Không ngon!
67934,0,6,6,9,2,Không hài lòng!
66993,6,7,10,4,4,Không gian đẹp!
363,4,7,7,4,9,Dịch vụ tuyệt vời!
101494,7,0,5,6,0,Không ngon!
23051,4,4,5,7,7,Không hài lòng!
58535,6,2,0,6,7,Không ngon!
3022,9,8,5,6,1,Dịch vụ kém!
12090,3,2,6,4,7,Dịch vụ kém!
15553,9,9,6,5,8,Rất hài lòng!
62576,7,8,7,0,1,Dịch vụ kém!
113887,9,6,3,3,1,Giá quá đắt!
102503,4,6,9,10,5,Dịch vụ tuyệt vời!
1432,6,5,1,2,3,Không ngon!
92765,3,6,2,8,9,Giá quá đắt!
102363,10,0,7,0,7,Dịch vụ kém!
136117,2,8,4,4,0,Giá quá đắt!
31950,6,3,8,1,3,Không hài lòng!
56766,8,2,2,1,8,Không ngon!
144770,6,0,8,6,4,Giá quá đắt!
57882,0,8,8,0,7,Giá quá đắt!
45644,7,10,7,9,4,Dịch vụ tuyệt vời!
98149,2,5,4,0,4,Giá quá đắt!
28724,9,2,0,1,3,Dịch vụ kém!
81273,1,10,5,10,4,"Ngon, sẽ quay lại!"
42940,0,6,8,9,8,Giá cả hợp lý!
62371,4,0,6,2,4,Không ngon!
36993,2,8,6,4,9,Giá quá đắt!
38442,2,4,4,1,5,Không ngon!
78295,8,6,3,10,1,Giá quá đắt!
130303,10,3,4,7,7,Giá cả hợp lý!
25180,3,10,5,3,6,Không hài lòng!
89751,6,1,3,3,5,Không hài lòng!
97993,4,10,2,8,6,Rất hài lòng!
141364,8,9,10,7,2,Dịch vụ tuyệt vời!
83354,2,3,9,8,3,Không gian chật chội!
129321,8,3,10,1,5,Không hài lòng!
125209,9,7,4,0,2,Giá quá đắt!
101531,10,9,8,8,4,Dịch vụ tuyệt vời!
59149,7,3,9,3,6,Không hài lòng!
130149,8,2,6,2,2,Giá quá đắt!
55358,1,5,8,8,0,Giá quá đắt!
31394,9,6,0,6,4,Giá quá đắt!
46570,1,8,2,9,2,Không gian chật chội!
27137,10,6,5,8,2,Rất hài lòng!
117221,3,8,7,3,10,Dịch vụ tuyệt vời!
83275,2,4,3,6,0,Không ngon!
100050,0,4,10,0,10,Giá quá đắt!
107932,9,6,9,1,8,Không gian đẹp!
140858,1,10,5,5,4,Giá quá đắt!
77418,9,5,0,7,9,Rất hài lòng!
74810,1,5,0,10,1,Giá quá đắt!
22393,3,9,6,5,0,Không hài lòng!
93172,9,3,1,5,0,Giá quá đắt!
105146,5,7,0,2,10,Giá quá đắt!
70812,3,10,7,1,1,Không hài lòng!
58924,5,5,8,3,9,"Ngon, sẽ quay lại!"
73878,0,7,3,8,1,Giá quá đắt!
91748,4,7,0,4,2,Không hài lòng!
33851,6,8,10,5,10,Dịch vụ tuyệt vời!
35726,2,7,9,2,8,Không hài lòng!
43637,5,5,9,10,3,Rất hài lòng!
100699,1,0,10,9,0,Không ngon!
116656,8,1,0,4,6,Dịch vụ kém!
139262,5,7,2,0,2,Giá quá đắt!
75722,6,10,9,9,9,Không gian đẹp!
15564,9,8,2,3,5,Dịch vụ kém!
99412,9,3,5,3,6,Không hài lòng!
111042,0,10,7,5,7,Không ngon!
14561,0,9,1,5,9,Không ngon!
56364,4,6,6,2,1,Giá quá đắt!
132402,1,10,10,5,3,Giá quá đắt!
121175,3,7,5,5,6,Không hài lòng!
70567,6,3,7,1,6,Không gian chật chội!
50402,3,10,0,8,8,Không hài lòng!
106136,8,0,9,10,8,Giá cả hợp lý!
1197,6,8,1,4,0,Giá quá đắt!
121247,1,2,7,10,0,Giá quá đắt!
104164,6,4,4,7,6,Không ngon!
128314,9,0,3,1,3,Không ngon!
95907,4,5,8,0,0,Không gian chật chội!
30226,9,10,7,4,10,Dịch vụ tuyệt vời!
100980,2,7,6,2,1,Không ngon!
111986,2,8,3,1,0,Không hài lòng!
122583,2,6,10,6,7,Dịch vụ tuyệt vời!
55136,2,0,2,3,1,Không gian chật chội!
104463,6,2,3,4,6,Giá quá đắt!
135658,8,7,7,10,1,Dịch vụ tuyệt vời!
138319,4,0,1,10,2,Không ngon!
127788,1,3,8,0,7,Dịch vụ kém!
48521,5,6,10,7,8,Dịch vụ tuyệt vời!
14626,1,7,8,0,10,Giá quá đắt!
98405,10,6,2,7,7,Giá cả hợp lý!
123578,8,9,1,0,3,Dịch vụ kém!
144114,7,2,2,3,9,Không hài lòng!
25274,7,0,1,8,6,Không hài lòng!
65393,0,1,8,0,6,Giá quá đắt!
101435,8,9,6,4,3,"Ngon, sẽ quay lại!"
148450,3,6,8,4,8,Giá quá đắt!
107133,9,7,3,10,8,Dịch vụ tuyệt vời!
132101,9,9,7,8,2,Rất hài lòng!
92669,7,6,1,6,1,Không ngon!
19427,10,2,2,8,10,Giá cả hợp lý!
73883,9,3,9,0,6,Không gian chật chội!
84117,0,1,1,2,0,Không gian chật chội!
23207,8,3,3,0,10,Không ngon!
125701,3,1,4,9,0,Không gian chật chội!
54078,3,6,4,3,8,Không hài lòng!
54324,9,10,5,4,7,"Ngon, sẽ quay lại!"
120103,5,0,3,5,8,Giá quá đắt!
16444,10,2,10,7,10,Giá cả hợp lý!
55819,2,10,9,2,7,Giá cả hợp lý!
76537,2,4,3,5,8,Dịch vụ kém!
39811,8,3,7,5,4,Không gian chật chội!
27104,3,0,6,9,4,Không hài lòng!
44926,2,7,3,6,0,Không hài lòng!
26742,7,4,5,2,8,Không gian chật chội!
47404,1,4,2,9,3,Không gian chật chội!
36798,7,3,7,10,5,Rất hài lòng!
33981,10,1,8,4,0,Dịch vụ kém!
139497,10,10,1,10,5,Dịch vụ tuyệt vời!
86746,9,3,4,5,5,Không ngon!
135481,4,3,8,0,3,Không hài lòng!
110409,10,9,3,10,2,Dịch vụ tuyệt vời!
64904,10,2,5,1,4,Không gian chật chội!
103168,1,1,6,0,4,Giá quá đắt!
84774,0,2,3,5,4,Giá quá đắt!
115853,0,2,5,2,9,Dịch vụ kém!
9775,4,7,1,2,9,Không gian chật chội!
84324,8,8,1,8,2,Không hài lòng!
10049,9,7,4,10,3,Rất hài lòng!
97788,8,1,3,0,0,Dịch vụ kém!
117141,10,1,0,5,7,Không gian chật chội!
44851,10,2,2,5,6,Không hài lòng!
13636,6,7,4,6,6,Không hài lòng!
71986,6,0,10,9,8,Không gian đẹp!
86463,2,1,7,1,3,Dịch vụ kém!
114797,2,10,5,3,9,Không gian chật chội!
79124,7,1,7,1,7,Không hài lòng!
24867,5,10,5,10,3,Giá cả hợp lý!
89955,3,7,8,4,0,Không hài lòng!
18868,4,6,1,4,6,Giá quá đắt!
146769,7,6,4,5,5,Giá quá đắt!
78223,8,0,10,5,6,Giá quá đắt!
15361,4,5,3,2,6,Không gian chật chội!
47374,0,0,10,5,7,Không hài lòng!
38541,1,2,7,9,3,Dịch vụ kém!
131868,1,0,5,4,6,Giá quá đắt!
62460,5,1,8,9,1,Không gian chật chội!
18272,5,5,10,9,6,Rất hài lòng!
42771,0,5,9,8,3,Giá quá đắt!
128636,0,7,1,10,7,Dịch vụ kém!
54939,3,6,6,4,6,Không ngon!
131585,10,3,10,1,10,Dịch vụ tuyệt vời!
69165,4,5,6,6,0,Không hài lòng!
86893,7,9,5,0,1,Không hài lòng!
89613,7,3,10,7,6,Rất hài lòng!
74078,2,4,0,2,6,Không hài lòng!
53698,2,9,3,4,7,Không gian chật chội!
139717,9,5,7,1,4,Không ngon!
119034,4,10,2,7,10,Dịch vụ tuyệt vời!
83413,2,7,10,4,8,"Ngon, sẽ quay lại!"
134614,1,9,3,9,10,Rất hài lòng!
136363,2,7,8,0,1,Không ngon!
105800,0,6,8,2,2,Không ngon!
86193,6,6,3,7,3,Dịch vụ kém!
125350,5,2,3,6,2,Không ngon!
2236,1,6,8,0,3,Không gian chật chội!
53741,2,6,9,3,3,Không gian chật chội!
38882,2,7,9,5,3,Giá quá đắt!
121563,7,1,7,6,5,Không ngon!
82494,7,5,8,0,6,Không gian chật chội!
68444,3,1,8,4,3,Không hài lòng!
110497,6,9,6,5,10,Giá cả hợp lý!
103980,8,0,7,4,1,Dịch vụ kém!
91417,6,7,6,4,4,Giá quá đắt!
104664,9,4,10,6,10,"Ngon, sẽ quay lại!"
94550,10,8,3,8,3,Dịch vụ tuyệt vời!
2670,5,8,6,3,8,Dịch vụ tuyệt vời!
13363,2,9,2,9,9,Dịch vụ tuyệt vời!
136367,5,10,10,3,0,Dịch vụ kém!
46612,0,5,6,10,3,Không gian chật chội!
143228,3,9,3,5,5,Dịch vụ kém!
58209,2,5,6,1,7,Dịch vụ kém!
94439,4,3,7,0,8,Dịch vụ kém!
100984,10,2,1,2,1,Không hài lòng!
30863,5,1,1,6,10,Không gian chật chội!
22967,8,1,4,3,8,Không hài lòng!
7748,7,1,9,0,7,Dịch vụ kém!
73886,2,10,9,4,9,Rất hài lòng!
145146,6,10,9,4,5,Dịch vụ tuyệt vời!
40465,4,8,0,3,6,Không ngon!
109860,9,3,2,10,10,Rất hài lòng!
10707,4,10,3,5,8,Giá cả hợp lý!
107925,3,7,3,6,6,Dịch vụ kém!
10016,5,6,9,4,4,Giá quá đắt!
14957,7,10,5,2,1,Dịch vụ kém!
6526,0,7,3,2,9,Không ngon!
18954,7,8,10,9,0,Rất hài lòng!
106640,10,8,6,5,10,Dịch vụ tuyệt vời!
88701,6,10,10,10,10,"Ngon, sẽ quay lại!"
138911,4,2,3,3,3,Không gian chật chội!
121256,6,5,7,8,0,Dịch vụ kém!
108199,8,7,7,5,4,"Ngon, sẽ quay lại!"
103375,7,7,6,6,2,Dịch vụ kém!
37771,9,7,0,7,10,"Ngon, sẽ quay lại!"
9080,4,4,6,10,3,Không hài lòng!
54383,0,9,2,1,0,Không hài lòng!
104770,8,6,4,6,9,Dịch vụ tuyệt vời!
114883,0,9,2,8,10,Giá quá đắt!
68099,8,7,5,8,7,Giá cả hợp lý!
17540,2,6,6,9,7,Giá cả hợp lý!
39308,3,4,10,6,4,Dịch vụ kém!
68958,3,10,3,3,4,Dịch vụ kém!
22132,9,10,1,6,3,Không ngon!
47463,5,1,4,7,7,Giá quá đắt!
98355,1,8,6,4,0,Không gian chật chội!
12083,8,6,10,8,4,Giá cả hợp lý!
26817,4,2,6,6,4,Dịch vụ kém!
98154,5,5,0,8,10,Giá quá đắt!
65163,7,9,9,2,3,Dịch vụ tuyệt vời!
81028,7,8,5,5,10,Giá cả hợp lý!
44586,1,8,7,2,2,Không ngon!
58384,1,9,10,2,1,Dịch vụ kém!
131962,2,0,2,9,10,Không hài lòng!
95302,1,10,5,9,0,Không hài lòng!
25717,2,2,5,3,1,Không hài lòng!
73039,6,9,8,9,9,Không gian đẹp!
59009,2,1,2,2,8,Không ngon!
