MaSoThe,MaKhachHang,NgayLap,LoaiThe,TinhTrangThe,DiemTichLuy
34462,21558,2023-03-27,Member,Active,0
34463,29325,2023-05-31,Member,Active,0
34464,14210,2023-12-30,Member,Active,0
34465,52678,2023-08-12,Member,Active,0
34466,20630,2023-08-27,Member,Active,0
34467,53166,2023-10-04,Member,Active,0
34468,76093,2023-03-05,Member,Active,0
34469,96643,2023-10-23,Member,Active,0
34470,96793,2023-07-20,Member,Active,0
34471,96620,2023-03-13,Member,Active,0
34472,70646,2023-08-30,Member,Active,0
34473,29270,2023-02-28,Member,Active,0
34474,53640,2023-08-10,Member,Active,0
34475,22509,2023-06-15,Member,Active,0
34476,37048,2023-07-11,Member,Active,0
34477,76447,2023-12-11,Member,Active,0
34478,25076,2023-09-10,Member,Active,0
34479,56687,2023-03-27,Member,Active,0
34480,79808,2023-06-30,Member,Active,0
34481,50722,2023-01-16,Member,Active,0
34482,50818,2023-11-30,Member,Active,0
34483,71548,2023-05-05,Member,Active,0
34484,55814,2023-08-13,Member,Active,0
34485,95706,2023-04-07,Member,Active,0
34486,74269,2023-09-23,Member,Active,0
34487,56375,2023-01-22,Member,Active,0
34488,11873,2023-10-14,Member,Active,0
34489,28796,2023-10-08,Member,Active,0
34490,41673,2023-03-02,Member,Active,0
34491,53714,2023-07-19,Member,Active,0
34492,55034,2023-02-01,Member,Active,0
34493,5237,2023-05-25,Member,Active,0
34494,47546,2023-12-20,Member,Active,0
34495,1519,2023-04-06,Member,Active,0
34496,7009,2023-09-03,Member,Active,0
34497,85016,2023-12-08,Member,Active,0
34498,56126,2023-08-26,Member,Active,0
34499,29847,2023-03-20,Member,Active,0
34500,65337,2023-08-18,Member,Active,0
34501,29452,2023-08-18,Member,Active,0
34502,78997,2023-03-01,Member,Active,0
34503,14523,2023-06-28,Member,Active,0
34504,64033,2023-09-20,Member,Active,0
34505,26383,2023-11-06,Member,Active,0
34506,51239,2023-06-18,Member,Active,0
34507,17243,2023-04-05,Member,Active,0
34508,17001,2023-08-03,Member,Active,0
34509,74580,2023-07-31,Member,Active,0
34510,95462,2023-01-28,Member,Active,0
34511,53534,2023-08-19,Member,Active,0
34512,26583,2023-12-30,Member,Active,0
34513,98543,2023-09-07,Member,Active,0
34514,35428,2023-02-22,Member,Active,0
34515,80150,2023-03-22,Member,Active,0
34516,27665,2023-06-13,Member,Active,0
34517,19174,2023-10-25,Member,Active,0
34518,12123,2023-10-02,Member,Active,0
34519,13973,2023-10-12,Member,Active,0
34520,36534,2023-12-01,Member,Active,0
34521,87015,2023-08-02,Member,Active,0
34522,22661,2023-05-25,Member,Active,0
34523,58563,2023-06-22,Member,Active,0
34524,6126,2023-04-26,Member,Active,0
34525,83021,2023-04-09,Member,Active,0
34526,61519,2023-05-29,Member,Active,0
34527,83081,2023-11-18,Member,Active,0
34528,69234,2023-02-19,Member,Active,0
34529,54258,2023-02-18,Member,Active,0
34530,92081,2023-07-22,Member,Active,0
34531,72090,2023-05-22,Member,Active,0
34532,17096,2023-05-05,Member,Active,0
34533,79809,2023-10-31,Member,Active,0
34534,81562,2023-12-14,Member,Active,0
34535,25334,2023-11-07,Member,Active,0
34536,86042,2023-07-04,Member,Active,0
34537,63447,2023-07-19,Member,Active,0
34538,86319,2023-01-21,Member,Active,0
34539,43022,2023-03-02,Member,Active,0
34540,76441,2023-01-21,Member,Active,0
34541,35861,2023-01-21,Member,Active,0
34542,14891,2023-09-09,Member,Active,0
34543,26755,2023-11-22,Member,Active,0
34544,78960,2023-01-14,Member,Active,0
34545,67605,2023-10-13,Member,Active,0
34546,14434,2023-07-01,Member,Active,0
34547,66617,2023-01-04,Member,Active,0
34548,27063,2023-01-17,Member,Active,0
34549,93084,2023-07-16,Member,Active,0
34550,2046,2023-10-21,Member,Active,0
34551,22201,2023-10-04,Member,Active,0
34552,14082,2023-11-10,Member,Active,0
34553,78564,2023-04-23,Member,Active,0
34554,65940,2023-04-22,Member,Active,0
34555,42525,2023-10-12,Member,Active,0
34556,3570,2023-05-14,Member,Active,0
34557,58356,2023-12-28,Member,Active,0
34558,62124,2023-08-30,Member,Active,0
34559,43858,2023-09-23,Member,Active,0
34560,71309,2023-05-21,Member,Active,0
34561,42242,2023-10-25,Member,Active,0
34562,630,2023-05-01,Member,Active,0
34563,88732,2023-08-05,Member,Active,0
34564,82321,2023-03-13,Member,Active,0
34565,39141,2023-12-22,Member,Active,0
34566,14711,2023-03-13,Member,Active,0
34567,26070,2023-11-22,Member,Active,0
34568,52852,2023-11-22,Member,Active,0
34569,91479,2023-07-18,Member,Active,0
34570,30857,2023-08-08,Member,Active,0
34571,22627,2023-11-28,Member,Active,0
34572,5734,2023-10-14,Member,Active,0
34573,80806,2023-10-24,Member,Active,0
34574,21271,2023-09-29,Member,Active,0
34575,1794,2023-05-21,Member,Active,0
34576,29195,2023-01-29,Member,Active,0
34577,19318,2023-08-31,Member,Active,0
34578,92663,2023-09-08,Member,Active,0
34579,55175,2023-08-01,Member,Active,0
34580,14929,2023-05-01,Member,Active,0
34581,55601,2023-03-27,Member,Active,0
34582,70358,2023-04-10,Member,Active,0
34583,44539,2023-07-02,Member,Active,0
34584,96592,2023-06-10,Member,Active,0
34585,96323,2023-01-23,Member,Active,0
34586,49809,2023-05-18,Member,Active,0
34587,82764,2023-01-04,Member,Active,0
34588,15578,2023-07-29,Member,Active,0
34589,68752,2023-11-03,Member,Active,0
34590,20193,2023-05-19,Member,Active,0
34591,30736,2023-12-09,Member,Active,0
34592,37878,2023-02-02,Member,Active,0
34593,35532,2023-05-24,Member,Active,0
34594,83327,2023-10-08,Member,Active,0
34595,25204,2023-05-14,Member,Active,0
34596,5324,2023-12-03,Member,Active,0
34597,17544,2023-10-30,Member,Active,0
34598,47067,2023-05-14,Member,Active,0
34599,52423,2023-08-11,Member,Active,0
34600,26025,2023-10-26,Member,Active,0
34601,21330,2023-11-06,Member,Active,0
34602,18702,2023-06-14,Member,Active,0
34603,83189,2023-12-04,Member,Active,0
34604,83312,2023-05-04,Member,Active,0
34605,20413,2023-02-18,Member,Active,0
34606,86545,2023-08-07,Member,Active,0
34607,85857,2023-12-09,Member,Active,0
34608,80525,2023-09-30,Member,Active,0
34609,94217,2023-02-10,Member,Active,0
34610,17541,2023-08-25,Member,Active,0
34611,40507,2023-08-17,Member,Active,0
34612,55649,2023-04-07,Member,Active,0
34613,32043,2023-11-10,Member,Active,0
34614,99162,2023-03-14,Member,Active,0
34615,82554,2023-01-04,Member,Active,0
34616,83036,2023-04-11,Member,Active,0
34617,26297,2023-08-09,Member,Active,0
34618,15631,2023-10-26,Member,Active,0
34619,48169,2023-01-04,Member,Active,0
34620,86560,2023-09-28,Member,Active,0
34621,35977,2023-08-23,Member,Active,0
34622,46090,2023-11-27,Member,Active,0
34623,53918,2023-09-25,Member,Active,0
34624,48055,2023-06-04,Member,Active,0
34625,52897,2023-09-17,Member,Active,0
34626,64394,2023-07-30,Member,Active,0
34627,17620,2023-10-28,Member,Active,0
34628,64363,2023-01-01,Member,Active,0
34629,18130,2023-07-24,Member,Active,0
34630,28732,2023-04-08,Member,Active,0
34631,23100,2023-07-27,Member,Active,0
34632,3294,2023-04-06,Member,Active,0
34633,15682,2023-02-14,Member,Active,0
34634,59217,2023-01-05,Member,Active,0
34635,29589,2023-07-15,Member,Active,0
34636,80971,2023-09-03,Member,Active,0
34637,91019,2023-10-24,Member,Active,0
34638,79993,2023-08-04,Member,Active,0
34639,63722,2023-08-10,Member,Active,0
34640,70620,2023-08-22,Member,Active,0
34641,69003,2023-05-05,Member,Active,0
34642,19523,2023-11-12,Member,Active,0
34643,6431,2023-07-01,Member,Active,0
34644,83035,2023-05-06,Member,Active,0
34645,24234,2023-06-26,Member,Active,0
34646,64799,2023-04-01,Member,Active,0
34647,98773,2023-12-25,Member,Active,0
34648,13842,2023-12-06,Member,Active,0
34649,86423,2023-02-18,Member,Active,0
34650,14433,2023-03-17,Member,Active,0
34651,75430,2023-09-20,Member,Active,0
34652,56718,2023-05-12,Member,Active,0
34653,88388,2023-02-20,Member,Active,0
34654,46429,2023-08-21,Member,Active,0
34655,92552,2023-05-03,Member,Active,0
34656,54363,2023-07-30,Member,Active,0
34657,69274,2023-05-16,Member,Active,0
34658,83,2023-06-22,Member,Active,0
34659,3746,2023-08-02,Member,Active,0
34660,40341,2023-12-28,Member,Active,0
34661,71700,2023-05-14,Member,Active,0
34662,93284,2023-02-12,Member,Active,0
34663,68822,2023-06-07,Member,Active,0
34664,77465,2023-03-03,Member,Active,0
34665,72592,2023-05-19,Member,Active,0
34666,58738,2023-06-26,Member,Active,0
34667,92536,2023-02-27,Member,Active,0
34668,47265,2023-09-27,Member,Active,0
34669,60065,2023-03-06,Member,Active,0
34670,66947,2023-05-05,Member,Active,0
34671,84304,2023-10-31,Member,Active,0
34672,47348,2023-09-20,Member,Active,0
34673,98426,2023-10-31,Member,Active,0
34674,48459,2023-10-19,Member,Active,0
34675,54501,2023-02-20,Member,Active,0
34676,33010,2023-02-04,Member,Active,0
34677,79366,2023-01-09,Member,Active,0
34678,9773,2023-03-17,Member,Active,0
34679,20391,2023-07-24,Member,Active,0
34680,36708,2023-02-09,Member,Active,0
34681,97891,2023-06-28,Member,Active,0
34682,14418,2023-09-07,Member,Active,0
34683,93483,2023-05-22,Member,Active,0
34684,60171,2023-10-16,Member,Active,0
34685,95962,2023-02-28,Member,Active,0
34686,15319,2023-04-13,Member,Active,0
34687,167,2023-11-17,Member,Active,0
34688,63251,2023-10-28,Member,Active,0
34689,75160,2023-06-18,Member,Active,0
34690,36125,2023-10-27,Member,Active,0
34691,23375,2023-07-18,Member,Active,0
34692,60840,2023-05-08,Member,Active,0
34693,30305,2023-01-12,Member,Active,0
34694,30572,2023-09-11,Member,Active,0
34695,28921,2023-06-16,Member,Active,0
34696,11282,2023-06-15,Member,Active,0
34697,32147,2023-11-04,Member,Active,0
34698,12981,2023-10-05,Member,Active,0
34699,71280,2023-07-29,Member,Active,0
34700,23576,2023-12-05,Member,Active,0
34701,41726,2023-09-03,Member,Active,0
34702,40735,2023-08-28,Member,Active,0
34703,55525,2023-10-01,Member,Active,0
34704,27647,2023-12-08,Member,Active,0
34705,48718,2023-08-17,Member,Active,0
34706,29379,2023-03-13,Member,Active,0
34707,38194,2023-01-16,Member,Active,0
34708,66705,2023-02-18,Member,Active,0
34709,99211,2023-11-25,Member,Active,0
34710,63509,2023-03-07,Member,Active,0
34711,49547,2023-03-18,Member,Active,0
34712,71963,2023-03-23,Member,Active,0
34713,89953,2023-01-21,Member,Active,0
34714,58709,2023-02-28,Member,Active,0
34715,68609,2023-08-28,Member,Active,0
34716,56175,2023-02-18,Member,Active,0
34717,32955,2023-06-03,Member,Active,0
34718,16913,2023-06-21,Member,Active,0
34719,37563,2023-06-24,Member,Active,0
34720,39463,2023-01-27,Member,Active,0
34721,80920,2023-04-28,Member,Active,0
34722,34300,2023-09-30,Member,Active,0
34723,75397,2023-10-19,Member,Active,0
34724,75748,2023-06-19,Member,Active,0
34725,94169,2023-09-21,Member,Active,0
34726,64983,2023-06-03,Member,Active,0
34727,85884,2023-03-20,Member,Active,0
34728,25447,2023-06-07,Member,Active,0
34729,35127,2023-02-09,Member,Active,0
34730,24561,2023-11-06,Member,Active,0
34731,34407,2023-03-20,Member,Active,0
34732,74897,2023-12-28,Member,Active,0
34733,17158,2023-07-31,Member,Active,0
34734,26004,2023-06-22,Member,Active,0
34735,9780,2023-11-02,Member,Active,0
34736,89615,2023-09-13,Member,Active,0
34737,36258,2023-12-27,Member,Active,0
34738,25841,2023-06-14,Member,Active,0
34739,8443,2023-05-20,Member,Active,0
34740,96609,2023-11-21,Member,Active,0
34741,92505,2023-12-16,Member,Active,0
34742,52770,2023-10-16,Member,Active,0
34743,77708,2023-02-22,Member,Active,0
34744,76427,2023-09-05,Member,Active,0
34745,69829,2023-10-20,Member,Active,0
34746,81300,2023-08-31,Member,Active,0
34747,50938,2023-01-02,Member,Active,0
34748,82879,2023-05-05,Member,Active,0
34749,26369,2023-11-04,Member,Active,0
34750,20908,2023-06-25,Member,Active,0
34751,83597,2023-06-06,Member,Active,0
34752,61719,2023-12-18,Member,Active,0
34753,99845,2023-01-06,Member,Active,0
34754,8758,2023-12-18,Member,Active,0
34755,65607,2023-04-12,Member,Active,0
34756,93824,2023-03-04,Member,Active,0
34757,86346,2023-12-07,Member,Active,0
34758,15765,2023-03-20,Member,Active,0
34759,49904,2023-10-12,Member,Active,0
34760,1745,2023-01-08,Member,Active,0
34761,46014,2023-09-24,Member,Active,0
34762,30472,2023-07-12,Member,Active,0
34763,2892,2023-02-04,Member,Active,0
34764,84029,2023-05-25,Member,Active,0
34765,87759,2023-10-24,Member,Active,0
34766,89097,2023-01-30,Member,Active,0
34767,18973,2023-03-17,Member,Active,0
34768,26887,2023-08-28,Member,Active,0
34769,88733,2023-03-05,Member,Active,0
34770,40070,2023-09-10,Member,Active,0
34771,5767,2023-11-03,Member,Active,0
34772,48622,2023-05-16,Member,Active,0
34773,60855,2023-12-24,Member,Active,0
34774,8380,2023-09-12,Member,Active,0
34775,62085,2023-05-19,Member,Active,0
34776,32015,2023-09-29,Member,Active,0
34777,46355,2023-04-16,Member,Active,0
34778,45572,2023-08-05,Member,Active,0
34779,44216,2023-01-21,Member,Active,0
34780,9351,2023-03-12,Member,Active,0
34781,7783,2023-05-29,Member,Active,0
34782,19069,2023-06-19,Member,Active,0
34783,31315,2023-08-20,Member,Active,0
34784,18982,2023-07-20,Member,Active,0
34785,27387,2023-04-14,Member,Active,0
34786,49661,2023-09-01,Member,Active,0
34787,24607,2023-06-30,Member,Active,0
34788,72823,2023-04-03,Member,Active,0
34789,43484,2023-07-28,Member,Active,0
34790,77086,2023-10-13,Member,Active,0
34791,69217,2023-03-26,Member,Active,0
34792,65837,2023-03-21,Member,Active,0
34793,31358,2023-07-19,Member,Active,0
34794,33548,2023-03-12,Member,Active,0
34795,44696,2023-09-10,Member,Active,0
34796,7986,2023-08-06,Member,Active,0
34797,33442,2023-09-27,Member,Active,0
34798,69256,2023-01-15,Member,Active,0
34799,17788,2023-08-20,Member,Active,0
34800,72366,2023-04-18,Member,Active,0
34801,32650,2023-12-05,Member,Active,0
34802,88999,2023-07-28,Member,Active,0
34803,38444,2023-07-24,Member,Active,0
34804,3313,2023-05-04,Member,Active,0
34805,50923,2023-10-03,Member,Active,0
34806,76983,2023-04-26,Member,Active,0
34807,86450,2023-05-19,Member,Active,0
34808,62360,2023-01-19,Member,Active,0
34809,67519,2023-11-28,Member,Active,0
34810,51463,2023-03-21,Member,Active,0
34811,59641,2023-05-16,Member,Active,0
34812,110,2023-05-19,Member,Active,0
34813,88108,2023-07-31,Member,Active,0
34814,86425,2023-07-26,Member,Active,0
34815,3652,2023-12-16,Member,Active,0
34816,68140,2023-03-02,Member,Active,0
34817,653,2023-11-23,Member,Active,0
34818,62324,2023-10-16,Member,Active,0
34819,97750,2023-10-06,Member,Active,0
34820,32497,2023-11-16,Member,Active,0
34821,48418,2023-08-22,Member,Active,0
34822,54686,2023-09-27,Member,Active,0
34823,99588,2023-07-31,Member,Active,0
34824,8873,2023-06-30,Member,Active,0
34825,35525,2023-02-21,Member,Active,0
34826,35570,2023-03-06,Member,Active,0
34827,73112,2023-11-15,Member,Active,0
34828,7476,2023-04-04,Member,Active,0
34829,75016,2023-01-15,Member,Active,0
34830,40932,2023-07-22,Member,Active,0
34831,43511,2023-10-20,Member,Active,0
34832,98218,2023-05-20,Member,Active,0
34833,43418,2023-07-06,Member,Active,0
34834,92522,2023-11-22,Member,Active,0
34835,2932,2023-07-09,Member,Active,0
34836,67911,2023-12-26,Member,Active,0
34837,64256,2023-02-23,Member,Active,0
34838,67396,2023-01-28,Member,Active,0
34839,2836,2023-02-11,Member,Active,0
34840,5220,2023-07-30,Member,Active,0
34841,18221,2023-10-18,Member,Active,0
34842,77997,2023-01-23,Member,Active,0
34843,67989,2023-09-03,Member,Active,0
34844,94966,2023-08-24,Member,Active,0
34845,1149,2023-08-04,Member,Active,0
34846,17993,2023-02-21,Member,Active,0
34847,28371,2023-01-18,Member,Active,0
34848,26533,2023-01-06,Member,Active,0
34849,89672,2023-08-08,Member,Active,0
34850,41148,2023-07-27,Member,Active,0
34851,68667,2023-06-06,Member,Active,0
34852,45731,2023-11-04,Member,Active,0
34853,36191,2023-08-21,Member,Active,0
34854,98939,2023-01-12,Member,Active,0
34855,29588,2023-10-15,Member,Active,0
34856,50646,2023-04-19,Member,Active,0
34857,58782,2023-11-07,Member,Active,0
34858,81449,2023-01-30,Member,Active,0
34859,2650,2023-08-20,Member,Active,0
34860,66881,2023-01-21,Member,Active,0
34861,38631,2023-05-28,Member,Active,0
34862,28709,2023-02-23,Member,Active,0
34863,48445,2023-09-17,Member,Active,0
34864,83157,2023-02-28,Member,Active,0
34865,89598,2023-06-13,Member,Active,0
34866,98030,2023-05-31,Member,Active,0
34867,76410,2023-08-18,Member,Active,0
34868,14103,2023-02-09,Member,Active,0
34869,51091,2023-09-02,Member,Active,0
34870,84975,2023-11-08,Member,Active,0
34871,30345,2023-09-06,Member,Active,0
34872,18955,2023-12-15,Member,Active,0
34873,27502,2023-02-05,Member,Active,0
34874,37130,2023-07-17,Member,Active,0
34875,37463,2023-07-14,Member,Active,0
34876,45524,2023-04-30,Member,Active,0
34877,29029,2023-11-26,Member,Active,0
34878,49010,2023-09-26,Member,Active,0
34879,30949,2023-07-03,Member,Active,0
34880,26350,2023-07-28,Member,Active,0
34881,33335,2023-09-27,Member,Active,0
34882,25058,2023-06-30,Member,Active,0
34883,48002,2023-02-28,Member,Active,0
34884,23898,2023-09-07,Member,Active,0
34885,2282,2023-06-24,Member,Active,0
34886,34586,2023-07-31,Member,Active,0
34887,15475,2023-08-01,Member,Active,0
34888,21239,2023-08-24,Member,Active,0
34889,92156,2023-09-08,Member,Active,0
34890,873,2023-01-25,Member,Active,0
34891,32439,2023-01-22,Member,Active,0
34892,15844,2023-11-23,Member,Active,0
34893,69917,2023-03-16,Member,Active,0
34894,22808,2023-04-07,Member,Active,0
34895,30556,2023-08-17,Member,Active,0
34896,42340,2023-09-27,Member,Active,0
34897,52672,2023-06-13,Member,Active,0
34898,22999,2023-06-03,Member,Active,0
34899,29461,2023-08-19,Member,Active,0
34900,62442,2023-06-27,Member,Active,0
34901,50509,2023-03-03,Member,Active,0
34902,84577,2023-03-13,Member,Active,0
34903,21459,2023-03-15,Member,Active,0
34904,793,2023-02-09,Member,Active,0
34905,89757,2023-01-16,Member,Active,0
34906,91131,2023-01-03,Member,Active,0
34907,59509,2023-01-17,Member,Active,0
34908,40053,2023-12-01,Member,Active,0
34909,40333,2023-02-14,Member,Active,0
34910,63012,2023-09-18,Member,Active,0
34911,61786,2023-08-30,Member,Active,0
34912,81758,2023-10-04,Member,Active,0
34913,68509,2023-04-05,Member,Active,0
34914,24646,2023-05-27,Member,Active,0
34915,39538,2023-06-20,Member,Active,0
34916,70608,2023-10-04,Member,Active,0
34917,32918,2023-06-13,Member,Active,0
34918,3619,2023-03-15,Member,Active,0
34919,6009,2023-05-27,Member,Active,0
34920,49512,2023-02-02,Member,Active,0
34921,88725,2023-04-30,Member,Active,0
34922,35045,2023-11-20,Member,Active,0
34923,78606,2023-01-07,Member,Active,0
34924,56477,2023-02-23,Member,Active,0
34925,57404,2023-05-02,Member,Active,0
34926,33756,2023-07-09,Member,Active,0
34927,9499,2023-09-09,Member,Active,0
34928,42707,2023-03-13,Member,Active,0
34929,91261,2023-08-19,Member,Active,0
34930,80228,2023-06-07,Member,Active,0
34931,6817,2023-06-06,Member,Active,0
34932,41360,2023-06-23,Member,Active,0
34933,37498,2023-10-17,Member,Active,0
34934,72560,2023-07-08,Member,Active,0
34935,62967,2023-03-28,Member,Active,0
34936,1863,2023-09-11,Member,Active,0
34937,30749,2023-05-14,Member,Active,0
34938,39399,2023-10-10,Member,Active,0
34939,23626,2023-01-19,Member,Active,0
34940,31921,2023-04-16,Member,Active,0
34941,70636,2023-02-22,Member,Active,0
34942,29584,2023-10-01,Member,Active,0
34943,9999,2023-05-29,Member,Active,0
34944,95245,2023-11-14,Member,Active,0
34945,55237,2023-09-30,Member,Active,0
34946,47004,2023-10-22,Member,Active,0
34947,36691,2023-10-29,Member,Active,0
34948,28353,2023-09-02,Member,Active,0
34949,69778,2023-01-26,Member,Active,0
34950,8924,2023-05-18,Member,Active,0
34951,87335,2023-07-16,Member,Active,0
34952,59408,2023-02-28,Member,Active,0
34953,39670,2023-11-11,Member,Active,0
34954,42683,2023-08-04,Member,Active,0
34955,87705,2023-04-23,Member,Active,0
